id,text,STOPWORD,Cleaned,sentiment,VaderScore
7.68E+17,khappay khappy pakistan khappay marsoon marsoon sindh na ddaisun,khappay khappy pakistan khappay marsoon marsoon sindh na ddaisun,khappay khappy pakistan khappay marsoon marsoon sindh na ddaisun,neutral,neutral
7.68E+17,we condemn attacks on freedom of press be it by political party religious groups or the state itself,condemn attacks freedom press political party religious groups state,condemn attacks freedom press political party religious groups state,neutral,positive
7.68E+17,only strong democracy can fight terrorism ,strong democracy fight terrorism,strong democracy fight terrorism,positive,negative
7.68E+17,ppp journalist community worked long hard and sacrificed much for this democratic right everyone should enjoy ,ppp journalist community worked long hard sacrificed much democratic right everyone enjoy,ppp journalist community worked long hard sacrificed much democratic right everyone enjoy,positive,positive
7.68E+17,freedom of speech is fundamental human right in democracy ,freedom speech fundamental human right democracy,freedom speech fundamental human right democracy,positive,positive
7.67E+17,ring ring ,ring ring,ring ring,neutral,neutral
7.63E+17,fact history pakistan terrorism ,fact history pakistan terrorism,fact history pakistan terrorism,neutral,negative
7.63E+17,our counter terrorism strategy is farce as victim of terrorism myself the fact that the state has made mockery of this issue disgust me,counter terrorism strategy farce victim terrorism fact state made mockery issue disgust,counter terrorism strategy farce victim terrorism fact state made mockery issue disgust,negative,negative
7.62E+17,panamapapers worlds largest corruption scandal has exposed sharifs corruption govt must accept oppositions tors or face the music ,panamapapers worlds largest corruption scandal exposed sharifs corruption govt must accept oppositions tors face music,panamapapers worlds largest corruption scandal exposed sharifs corruption govt must accept oppositions tors face music,neutral,negative
7.62E+17,good luck to those protesting tehreekeehtesab democratic right to protest should be encouraged not punished ,good luck protesting tehreekeehtesab democratic right protest encouraged punished,good luck protesting tehreekeehtesab democratic right protest encouraged punished,positive,positive
7.62E+17,change you can believe in only from the pakistan peoples party newppp jiyabhutto equalrights humanrights ,change believe pakistan peoples party newppp jiyabhutto equalrights humanrights,change believe pakistan peoples party newppp jiyabhutto equalrights humanrights,neutral,positive
7.61E+17,takhteraiwind ,takhteraiwind,takhteraiwind,neutral,neutral
7.61E+17,nakaamleague inferior minister need get act together stop victimizing smaller provinces focus on their jobs ,nakaamleague inferior minister need get act together stop victimizing smaller provinces focus jobs,nakaamleague inferior minister need get act together stop victimizing smaller provinces focus jobs,neutral,negative
7.59E+17,they would pass draconian law through join session if senate doesnt pass improved law now ,would pass draconian law join session senate doesnt pass improved law,would pass draconian law join session senate doesnt pass improved law,neutral,negative
7.59E+17,not letting it sail through at all have proposed more than amendments most of which have been accepted ,letting sail proposed amendments accepted,letting sail proposed amendments accepted,neutral,positive
7.59E+17,ppp ,ppp,ppp,neutral,neutral
7.58E+17,my pleasure to announce the pakistan peoples partys nominee for chief minister sindh will be syed murad ali shah,pleasure announce pakistan peoples partys nominee chief minister sindh syed murad ali shah,pleasure announce pakistan peoples partys nominee chief minister sindh syed murad ali shah,neutral,positive
7.58E+17,happy birthday to my loving father ,happy birthday loving father,happy birthday loving father,positive,positive
7.55E+17,thrilled that owaisshah has returned home and this ordeal is over for his family,thrilled owaisshah returned home ordeal family,thrilled owaisshah returned home ordeal family,positive,positive
7.55E+17, yrs ago zia assassinated my uncle shahnawaz bhuttowas yrs oldtiny little dictator scared of bhutto bhuttos son even bhuttos show,yrs ago zia assassinated uncle shahnawaz bhuttowas yrs oldtiny little dictator scared bhutto bhuttos son even bhuttos show,yrs ago zia assassinated uncle shahnawaz bhuttowas yrs oldtiny little dictator scared bhutto bhuttos son even bhuttos show,negative,negative
7.55E+17,worlds largest democracy ladies and gentlemen slow clap kashmirunrest ,worlds largest democracy ladies gentlemen slow clap kashmirunrest,worlds largest democracy ladies gentlemen slow clap kashmirunrest,negative,neutral
7.54E+17,they watched movie on honourkilling but refuse pass ppp antihonour killing billtypical nleague media cell works parliament doesnt,watched movie honourkilling refuse pass ppp antihonour killing billtypical nleague media cell works parliament doesnt,watched movie honourkilling refuse pass ppp antihonour killing billtypical nleague media cell works parliament doesnt,neutral,negative
7.54E+17,thank you muzzaffarabad kashmirkabetabilawal ,thank muzzaffarabad kashmirkabetabilawal,thank muzzaffarabad kashmirkabetabilawal,neutral,positive
7.54E+17,qandeelbaloch was pakistani woman and deserved the right to life no ifs no buts punjab government must hold murderer accountable,qandeelbaloch pakistani woman deserved right life ifs buts punjab government must hold murderer accountable,qandeelbaloch pakistani woman deserved right life ifs buts punjab government must hold murderer accountable,positive,negative
7.53E+17,spoke to expressed condolences condemnation solidarity with the people of kashmir,spoke expressed condolences condemnation solidarity people kashmir,spoke expressed condolences condemnation solidarity people kashmir,neutral,negative
7.53E+17,ajab hai teri siyasat ajab hai tera nizam yazeed say bhi marasim hussain ko bhi salam nawazmodidosti,ajab hai teri siyasat ajab hai tera nizam yazeed say bhi marasim hussain ko bhi salam nawazmodidosti,ajab hai teri siyasat ajab hai tera nizam yazeed say bhi marasim hussain ko bhi salam nawazmodidosti,neutral,neutral
7.52E+17,cant bring myself accept that edhisahab has left ushe was proof my generation of the good in this worldmade us proud be pakistani,cant bring accept edhisahab left ushe proof generation good worldmade us proud pakistani,cant bring accept edhisahab left ushe proof generation good worldmade us proud pakistani,positive,positive
7.51E+17,graduation masters proudfamily royal festival hall southbank centre london ,graduation masters proudfamily royal festival hall southbank centre london,graduation masters proudfamily royal festival hall southbank centre london,neutral,positive
7.51E+17,at graduation proudfamilymoment london united kingdom ,graduation proudfamilymoment london united kingdom,graduation proudfamilymoment london united kingdom,neutral,positive
7.51E+17,kashmiri ldrs in indian held kashmir under house arrestnot allowed offer eid prayerswhn will hypocrisy of largest democracy exposed,kashmiri ldrs indian held kashmir house arrestnot allowed offer eid prayerswhn hypocrisy largest democracy exposed,kashmiri ldrs indian held kashmir house arrestnot allowed offer eid prayerswhn hypocrisy largest democracy exposed,neutral,negative
7.51E+17,eid mubarak after particularly violent ramzanthoughts prayers with families who lost loved ones to violent extremismwe shall overcome,eid mubarak particularly violent ramzanthoughts prayers families lost loved ones violent extremismwe shall overcome,eid mubarak particularly violent ramzanthoughts prayers families lost loved ones violent extremismwe shall overcome,negative,negative
7.49E+17,emoji victory hand ,emoji victory hand,emoji victory hand,neutral,positive
7.49E+17,wiki out of date rr no longer deptsg is is chairperson womens women psf pyo,wiki date rr longer deptsg chairperson womens women psf pyo,wiki date rr longer deptsg chairperson womens women psf pyo,neutral,negative
7.49E+17,truth ,truth,truth,neutral,positive
7.49E+17,the clearly likes my mangoesso pleased ps its pakistani not indian ours obvs better ,clearly likes mangoesso pleased ps pakistani indian obvs better,clearly likes mangoesso pleased ps pakistani indian obvs better,positive,positive
7.49E+17,thank you for the eid gifts my regards to everyone at your channels pictwittercomnhfauoaph,thank eid gifts regards everyone channels pictwittercomnhfauoaph,thank eid gifts regards everyone channels pictwittercomnhfauoaph,neutral,positive
7.48E+17,bilawal condemns the terrorist attacks in istanbul ,bilawal condemns terrorist attacks istanbul,bilawal condemns terrorist attacks istanbul,neutral,negative
7.48E+17,we will promote musicculture religious harmony combats the violent extremist mindset that robbed us of our national cultural assets,promote musicculture religious harmony combats violent extremist mindset robbed us national cultural assets,promote musicculture religious harmony combats violent extremist mindset robbed us national cultural assets,negative,positive
7.48E+17,condoled with family of shaheedamjadsabri sindh govt will work closely with them to build institute in his name to honour his legacy ,condoled family shaheedamjadsabri sindh govt work closely build institute name honour legacy,condoled family shaheedamjadsabri sindh govt work closely build institute name honour legacy,neutral,positive
